feature,label,design_axis,placement,point_index,x,y,baseline,x_5pct,x_95pct,training_support_n,unique_values
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,13,0.096623581,1.8683143,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,14,0.10405616,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,15,0.11148875,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,16,0.11892133,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,17,0.12635391,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,18,0.1337865,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,19,0.14121908,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,20,0.14865166,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,21,0.15608425,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,22,0.16351683,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,23,0.17094941,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,24,0.178382,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,25,0.18581458,1.8687346,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,26,0.19324716,1.8715962,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,27,0.20067975,1.8715962,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,28,0.20811233,1.8715962,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,29,0.21554491,1.8715962,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,30,0.22297749,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,31,0.23041008,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,32,0.23784266,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,33,0.24527524,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,34,0.25270783,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,35,0.26014041,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,36,0.26757299,1.8718299,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,37,0.27500558,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,38,0.28243816,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,39,0.28987074,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,40,0.29730333,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,41,0.30473591,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,42,0.31216849,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,43,0.31960108,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,44,0.32703366,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,45,0.33446624,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,46,0.34189883,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,47,0.34933141,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,48,0.35676399,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,49,0.36419657,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,50,0.37162916,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,51,0.37906174,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,52,0.38649432,1.8719366,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,53,0.39392691,1.8705015,1.8687346,0,0.40135949,1951,377
aem__transport_heterogeneity,Transport heterogeneity,transport balance,Fig. S6,54,0.40135949,1.8705015,1.8687346,0,0.40135949,1951,377
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,0,0.10305263,1.8658047,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,1,0.10824301,1.8653895,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,2,0.1134334,1.865951,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,3,0.11862378,1.8657145,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,4,0.12381417,1.8689214,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,5,0.12900455,1.8692828,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,6,0.13419493,1.8693294,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,7,0.13938532,1.8680533,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,8,0.1445757,1.8687738,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,9,0.14976608,1.8682841,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,10,0.15495647,1.8677351,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,11,0.16014685,1.8678899,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,12,0.16533723,1.8678899,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,13,0.17052762,1.8678729,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,14,0.175718,1.8678729,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,15,0.18090838,1.8678729,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,16,0.18609877,1.8680129,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,17,0.19128915,1.8680129,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,18,0.19647953,1.8674245,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,19,0.20166992,1.8687346,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,20,0.2068603,1.8687346,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,21,0.21205068,1.8687346,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,22,0.21724107,1.8686147,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,23,0.22243145,1.8688268,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,24,0.22762183,1.8688268,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,25,0.23281222,1.8688268,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,26,0.2380026,1.8693267,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,27,0.24319298,1.8697161,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,28,0.24838337,1.8697161,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,29,0.25357375,1.8697161,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,30,0.25876413,1.8678789,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,31,0.26395452,1.8671071,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,32,0.2691449,1.8671071,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,33,0.27433528,1.8671071,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,34,0.27952567,1.8681566,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,35,0.28471605,1.8681566,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,36,0.28990643,1.8681566,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,37,0.29509682,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,38,0.3002872,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,39,0.30547758,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,40,0.31066797,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,41,0.31585835,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,42,0.32104873,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,43,0.32623912,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,44,0.3314295,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,45,0.33661988,1.8681657,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,46,0.34181027,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,47,0.34700065,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,48,0.35219103,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,49,0.35738142,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,50,0.3625718,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,51,0.36776218,1.8680888,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,52,0.37295257,1.8677858,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,53,0.37814295,1.8680634,1.8687346,0.10305263,0.38333333,1846,418
aem__sidechain_flexibility,Side-chain flexibility descriptor,rigidity/flexibility,Fig. S6,54,0.38333333,1.8680634,1.8687346,0.10305263,0.38333333,1846,418
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,0,0.44861538,1.8705503,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,1,0.48290028,1.8705503,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,2,0.51718519,1.8705503,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,3,0.55147009,1.8705503,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,4,0.58575499,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,5,0.62003989,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,6,0.65432479,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,7,0.68860969,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,8,0.72289459,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,9,0.75717949,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,10,0.79146439,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,11,0.82574929,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,12,0.86003419,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,13,0.89431909,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,14,0.92860399,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,15,0.96288889,1.8691364,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,16,0.99717379,1.8683699,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,17,1.0314587,1.8683699,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,18,1.0657436,1.8683699,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,19,1.1000285,1.8685499,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,20,1.1343134,1.8685499,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,21,1.1685983,1.8687346,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,22,1.2028832,1.8687346,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,23,1.2371681,1.8687346,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,24,1.271453,1.8690577,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,25,1.3057379,1.8690034,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,26,1.3400228,1.8690382,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,27,1.3743077,1.8690382,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,28,1.4085926,1.8690315,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,29,1.4428775,1.8684607,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,30,1.4771624,1.8685371,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,31,1.5114473,1.8685371,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,32,1.5457322,1.8684944,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,33,1.5800171,1.8685492,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,34,1.614302,1.8685492,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,35,1.6485869,1.8685492,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,36,1.6828718,1.8677833,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,37,1.7171567,1.8677833,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,38,1.7514416,1.8677833,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,39,1.7857265,1.8677833,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,40,1.8200114,1.8655428,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,41,1.8542963,1.8649245,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,42,1.8885812,1.8649245,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,43,1.9228661,1.8649036,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,44,1.957151,1.8636301,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,45,1.9914359,1.8629814,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,46,2.0257208,1.8629814,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,47,2.0600057,1.8629814,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,48,2.0942906,1.8622758,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,49,2.1285755,1.8622758,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,50,2.1628604,1.860562,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,51,2.1971453,1.860562,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,52,2.2314302,1.8617792,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,53,2.2657151,1.8617792,1.8687346,0.44861538,2.3,1853,360
aem__backbone_rigidity,Backbone rigidity descriptor,rigidity/flexibility,Fig. S6,54,2.3,1.8617792,1.8687346,0.44861538,2.3,1853,360
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,0,0,1.866392,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,1,0.0044871613,1.867386,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,2,0.0089743226,1.867386,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,3,0.013461484,1.8676991,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,4,0.017948645,1.8676991,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,5,0.022435807,1.8676991,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,6,0.026922968,1.8679395,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,7,0.031410129,1.8687346,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,8,0.03589729,1.8687319,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,9,0.040384452,1.8687319,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,10,0.044871613,1.8687319,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,11,0.049358774,1.8679117,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,12,0.053845936,1.8679117,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,13,0.058333097,1.8679117,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,14,0.062820258,1.8679117,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,15,0.06730742,1.8675265,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,16,0.071794581,1.8675265,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,17,0.076281742,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,18,0.080768903,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,19,0.085256065,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,20,0.089743226,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,21,0.094230387,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,22,0.098717549,1.8671282,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,23,0.10320471,1.8673223,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,24,0.10769187,1.8673223,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,25,0.11217903,1.8673223,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,26,0.11666619,1.863487,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,27,0.12115336,1.863487,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,28,0.12564052,1.863487,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,29,0.13012768,1.863487,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,30,0.13461484,1.8552014,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,31,0.139102,1.8552014,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,32,0.14358916,1.8552014,1.8687346,0,0.24230671,1963,175
